Штрихкод OZON;Штрихкод WB;Наименование;Ячейка;OZON link;WB link
2000402152947;2000402152947;корпус Tomahawk 7.1/9.3/9.5 (Ж/К);К055;https://www.ozon.ru/product/1573103508;https://www.wildberries.ru/catalog/15964038/detail.aspx
#Н/Д;#Н/Д;корпус Tomahawk 7.2 can (Ж/К) !!!;0;#Н/Д;#Н/Д
#Н/Д;#Н/Д;корпус Tomahawk 7.2/9.7/9.9 (Ж/К) !!!;0;#Н/Д;#Н/Д
2000881972494;2000881972494;корпус Tomahawk 7.2/9.7/9.9 Китай &;К056;https://www.ozon.ru/product/1595957133;https://www.wildberries.ru/catalog/61111239/detail.aspx
#Н/Д;#Н/Д;корпус Tomahawk G9000 (Ж/К) !!!;0;#Н/Д;#Н/Д
2000402156983;2000402156983;корпус TW 9010 УЗКАЯ АНТЕННА &;К057;https://www.ozon.ru/product/1652766322;https://www.wildberries.ru/catalog/15964039/detail.aspx
2000402149695;2000402149695;корпус TW 9010/9030 широкая антенна &;К058;https://www.ozon.ru/product/1652766182;https://www.wildberries.ru/catalog/15964040/detail.aspx
2000402149701;2000402149701;корпус TZ 9010/9020/9030 &;К059;https://www.ozon.ru/product/1652766216;https://www.wildberries.ru/catalog/15964041/detail.aspx
2000402150592;2000402150592;корпус X3/ X5#;К060;https://www.ozon.ru/product/1652766363;https://www.wildberries.ru/catalog/15964036/detail.aspx
2000402150585;2000402150585;корпус Z3/Z5;К061;https://www.ozon.ru/product/1652766373;https://www.wildberries.ru/catalog/15964037/detail.aspx
#Н/Д;#Н/Д;корпус на ДОП Брелок CENMAX VIGILANT V9А/ ST9А !!!;К062;#Н/Д;#Н/Д
#Н/Д;2000402168382;Корпус на Штат ключ (111) LADA 3 КНОПКИ ВЫКИДНОЙ (лезвие LD1)#;К063;#Н/Д;https://www.wildberries.ru/catalog/50862197/detail.aspx
2000881969319;#Н/Д;Корпус на Штат ключ (A005) AUDI 3 КНОПКИ (лезвие HU66) !!!;К064;https://www.ozon.ru/product/1489051993;#Н/Д
#Н/Д;#Н/Д;Корпус на Штат ключ (A008) AUDI 3 КНОПКИ смарт !!!;К230;#Н/Д;#Н/Д
2000881974856;#Н/Д;Корпус на Штат ключ (A009) AUDI 3 КНОПКИ смарт !!!;К231;https://www.ozon.ru/product/1561508531;#Н/Д
2000881974887;2000881974887;Корпус на Штат ключ (AD202) VOLKSWAGEN выкидной 3 кнопки (лезвие HU 66) лампочка в верхн прав углу#;К232;https://www.ozon.ru/product/1637354696;https://www.wildberries.ru/catalog/162558307/detail.aspx
#Н/Д;2000402168405;Корпус на Штат ключ (B002) FORD 3 КНОПКИ ВЫКИДНОЙ (лезвие HU101) !!!;К065;#Н/Д;https://www.wildberries.ru/catalog/50860285/detail.aspx
2000402168535;2000402168535;Корпус на Штат ключ (B004) BMW 3 кнопки прямой (лезвие HU58)#;К066;https://www.ozon.ru/product/1561508468;https://www.wildberries.ru/catalog/51231069/detail.aspx
#Н/Д;2000402168412;Корпус на Штат ключ (B03) FORD 3 КНОПКИ ПРЯМОЙ (лезвие FO21) !!!;К067;#Н/Д;https://www.wildberries.ru/catalog/50867994/detail.aspx
2000402168511;#Н/Д;Корпус на Штат ключ (B05) MERSEDES BENZ 3 КНОПКИ Смарт (лезвие HU64) #;К068;https://www.ozon.ru/product/1712798325;#Н/Д
2000402168429;#Н/Д;Корпус на Штат ключ (B06) FORD 3 КНОПКИ ВЫКИДНОЙ (лезвие FO21) !!!;К069;https://www.ozon.ru/product/1652593967;#Н/Д
2000402168399;2000402168399;Корпус на Штат ключ (B07) FORD 3 КНОПКИ ВЫКИДНОЙ (лезвие HU101) !!!;К070;https://www.ozon.ru/product/1642581819;https://www.wildberries.ru/catalog/50863263/detail.aspx
2000402168443;2000402168443;Корпус на Штат ключ (B103) KIA RIO, SOLARIS ПРЯМОЙ (лезвие HYN17);К071;https://www.ozon.ru/product/1603129617;https://www.wildberries.ru/catalog/50848161/detail.aspx
#Н/Д;2000881972586;Корпус на Штат ключ (B11) MERCEDES BENZ 4 КНОПКИ Смарт (лезвие HU64) !!!;К072;#Н/Д;https://www.wildberries.ru/catalog/63566692/detail.aspx
2000881974894;2000881974894;Корпус на Штат ключ (B13) MERCEDES BENZ 3 КНОПКИ (без кнопки PANIC) Смарт (лезвие HU64);К233;https://www.ozon.ru/product/1603150841;https://www.wildberries.ru/catalog/162558842/detail.aspx
2000402168528;2000402168528;Корпус на Штат ключ (B24) BMW 3 кнопки прямой (лезвие HU58);К073;https://www.ozon.ru/product/1561508444;https://www.wildberries.ru/catalog/51219740/detail.aspx
#Н/Д;#Н/Д;Корпус на Штат ключ (B35) FORD MONDEO 3 КНОПКИ ВЫКИДНОЙ без эмблемы (лезвие HU101) !!!;К074;#Н/Д;#Н/Д
2000881974863;2000881974863;Корпус на Штат ключ (B6120) CHEVROLET выкидной 2 кнопки (лезвие HU100) !!!;К234;https://www.ozon.ru/product/1637316872;https://www.wildberries.ru/catalog/162554992/detail.aspx
2000402146762;#Н/Д;Корпус на Штат ключ (B6130) CHEVROLET выкидной 3 кнопки (лезвие HU100)#;К075;https://www.ozon.ru/product/1652593584;#Н/Д
2000881974870;2000881974870;Корпус на Штат ключ (B6140) CHEVROLET выкидной 4 кнопки (лезвие HU100) !!!;К235;https://www.ozon.ru/product/1550692943;https://www.wildberries.ru/catalog/162557813/detail.aspx
2000402168689;2000402168689;Корпус на Штат ключ (B6150) CHEVROLET выкидной 5 кнопок (лезвие HU100) !!!;К076;https://www.ozon.ru/product/1652593757;https://www.wildberries.ru/catalog/51221588/detail.aspx
2000402168542;2000402168542;Корпус на Штат ключ (B636) BMW 3 кнопки смарт (лезвие HU92)#;К077;https://www.ozon.ru/product/1712812888;https://www.wildberries.ru/catalog/51228163/detail.aspx
2000881972593;2000881972593;Корпус на Штат ключ (B640) BMW 4 кнопки смарт (лезвие HU100R) !!!;К078;https://www.ozon.ru/product/2014889531;https://www.wildberries.ru/catalog/63567950/detail.aspx
#Н/Д;#Н/Д;Корпус на Штат ключ (B650) BMW 4 кнопки смарт (лезвие HU100R) !!!;К079;#Н/Д;#Н/Д
2000881974825;2000881974825;Корпус на Штат ключ (B95) MERCEDES BENZ 3 КНОПКИ Смарт#;К236;https://www.ozon.ru/product/1390698050;https://www.wildberries.ru/catalog/162549020/detail.aspx
#Н/Д;#Н/Д;Корпус на Штат ключ (BENZ KS09A) MERSEDES BENZ 3 КНОПКИ;0;#Н/Д;#Н/Д
#Н/Д;#Н/Д;Корпус на Штат ключ (BENZ KS09D) MERSEDES BENZ 2 КНОПКИ;0;#Н/Д;#Н/Д
2000402168610;2000402168610;Корпус на Штат ключ (C1) CITROEN 3 кнопки выкидной (лезвие HU83)#;К080;https://www.ozon.ru/product/1642581924;https://www.wildberries.ru/catalog/50860975/detail.aspx
2000881975983;#Н/Д;Корпус на Штат ключ (CH2) CHERY 2 КНОПКИ выкидной (Tiggo, А3, А5, G5, G6) !!!;К245;https://www.ozon.ru/product/1934739101;#Н/Д
#Н/Д;#Н/Д;Корпус на Штат ключ (F231) TOYOTA прямой 4 кнопки (лезвие TOY43) !!!;К081;#Н/Д;#Н/Д
#Н/Д;2000881974764;Корпус на Штат ключ (F500) FIAT DUCATO выкидной 3 кнопки, шт (лезвие SIP22) !!!;К101;#Н/Д;https://www.wildberries.ru/catalog/154189283/detail.aspx
2000881975976;#Н/Д;Корпус на Штат ключ (G4) VOLKSWAGEN GOLF4 3 КНОПКИ выкидной (лезвие HU66) !!!;К246;https://www.ozon.ru/product/1934748557;#Н/Д
2000881969326;#Н/Д;Корпус на Штат ключ (G7) VOLKSWAGEN выкидной 3 кнопки (лезвие HU66) !!!;К082;https://www.ozon.ru/product/1550827921;#Н/Д
2000881975259;#Н/Д;Корпус на Штат ключ (GW3) GREAT WALL 3 кнопки, выкидной (батарейка крепится на плате) !!!;К242;https://www.ozon.ru/product/1397660627;#Н/Д
2000402168481;#Н/Д;Корпус на Штат ключ (H001) HYUNDAI I20/30/35 выкидной 3 кнопки (лезвие TOY40)#;К083;https://www.ozon.ru/product/1642581520;#Н/Д
2000402168474;2000402168474;Корпус на Штат ключ (H002) HYUNDAI ELANTRA выкидной 3 кнопки (лезвие HYN14) !!!;К084;https://www.ozon.ru/product/1610216511;https://www.wildberries.ru/catalog/50877672/detail.aspx
2000402146083;#Н/Д;Корпус на Штат ключ (H003) КИА Спортейдж выкидной 3 кнопки (лезвие TOY40) !!!;К085;https://www.ozon.ru/product/1505442739;#Н/Д
2000881969333;2000881969333;Корпус на Штат ключ (H005) HYUNDAI, KIA выкидной 3 кнопки (лезвие TOY40)#;К086;https://www.ozon.ru/product/1610216478;https://www.wildberries.ru/catalog/50862782/detail.aspx
2000881969340;2000881969340;Корпус на Штат ключ (H006) HYUNDAI, KIA выкидной 3 кнопки (лезвие TOY40) !!!;К087;https://www.ozon.ru/product/1652593238;https://www.wildberries.ru/catalog/51232293/detail.aspx
2000402168467;2000402168467;Корпус на Штат ключ (H008) HYUNDAI SOLARIS выкидной 3 кнопки (лезвие HYN17);К088;https://www.ozon.ru/product/1652766221;https://www.wildberries.ru/catalog/50845653/detail.aspx
2000881974795;2000881974795;Корпус на Штат ключ (H009) HYUNDAI Solaris (2017-2019 г.) выкидной 3 кнопки, (лезвие HU134);К237;https://www.ozon.ru/product/1390698434;https://www.wildberries.ru/catalog/162544326/detail.aspx
2000881972609;2000881972609;Корпус на Штат ключ (H010) HYUNDAI Santa Fe 4 кнопки, смарт (лезвие TOY40) !!!;К089;https://www.ozon.ru/product/1629427098;https://www.wildberries.ru/catalog/63569519/detail.aspx
#Н/Д;2000402168450;Корпус на Штат ключ (H11) KIA, HYINDAI ПРЯМОЙ (лезвие TOY40) !!!;К090;#Н/Д;https://www.wildberries.ru/catalog/50879640/detail.aspx
#Н/Д;2000881974733;Корпус на Штат ключ (H115) HONDA выкидной 3 кнопки (лезвие HON66) !!!;К225;#Н/Д;https://www.wildberries.ru/catalog/151833421/detail.aspx
2000881975242;#Н/Д;Корпус на Штат ключ (H224) HYUNDAI выкидной 4 кнопки, (лезвие HU134) !!!;К243;https://www.ozon.ru/product/1397661214;#Н/Д
2000881974849;2000881974849;Корпус на Штат ключ (H333) HYUNDAI смарт 3 кнопки !!!;К238;https://www.ozon.ru/product/1550683269;https://www.wildberries.ru/catalog/162553503/detail.aspx
#Н/Д;#Н/Д;Корпус на Штат ключ (J80) JAGUAR 5 кнопок, смарт !!!;К239;#Н/Д;#Н/Д
#Н/Д;#Н/Д;Корпус на Штат ключ (KS12 B) BMW 7 СЕРИЯ !!!;0;#Н/Д;#Н/Д
#Н/Д;#Н/Д;Корпус на Штат ключ (KS12 L) LEXUS 2+1 КНОПКИ !!!;0;#Н/Д;#Н/Д
#Н/Д;2000881974771;Корпус на Штат ключ (L50) LAND ROVER выкидной 3 кнопки, шт (лезвие HU101) !!!;К228;#Н/Д;https://www.wildberries.ru/catalog/154190288/detail.aspx
2000402168375;2000402168375;Корпус на Штат ключ (L569) LADA 3 КНОПКИ ПРЯМОЙ (лезвие LD1)#;К091;https://www.ozon.ru/product/1652594087;https://www.wildberries.ru/catalog/50843444/detail.aspx
2000402168641;2000402168641;Корпус на Штат ключ (M001) MAZDA выкидной 2 кнопки (лезвие MAZ24R);К092;https://www.ozon.ru/product/1390691398;https://www.wildberries.ru/catalog/50863981/detail.aspx
2000402168597;#Н/Д;Корпус на Штат ключ (M025) MITSUBUSHI прямой (лезвие MIT8)#;К093;https://www.ozon.ru/product/1595957106;#Н/Д
2000881975266;#Н/Д;Корпус на Штат ключ (M030) MITSUBUSHI OUTLANDER 3 кнопки, смарт !!!;К244;https://www.ozon.ru/product/1397660131;#Н/Д
2000402168603;2000402168603;Корпус на Штат ключ (N057) MITSUBUSHI 2 кнопки прямой (лезвие MIT8) !!!;К094;https://www.ozon.ru/product/1652594144;https://www.wildberries.ru/catalog/50865876/detail.aspx
#Н/Д;2000881973941;Корпус на Штат ключ (N210) NISSAN 3 кнопки, смарт (лезвие NSN14) !!!;К095;#Н/Д;https://www.wildberries.ru/catalog/78447963/detail.aspx
#Н/Д;2000402168504;Корпус на Штат ключ (N213) NISSAN 2 кнопки прямой (лезвие NSN14) !!!;К096;#Н/Д;https://www.wildberries.ru/catalog/151831445/detail.aspx
#Н/Д;2000881973903;Корпус на Штат ключ (N220) NISSAN 3 кнопки прямой (лезвие NSN14) !!!;К097;#Н/Д;https://www.wildberries.ru/catalog/78448607/detail.aspx
2000402168573;2000402168573;Корпус на Штат ключ (O004) OPEL выкидной 2 кнопки (лезвие HU100) !!!;К098;https://www.ozon.ru/product/1652593819;https://www.wildberries.ru/catalog/50851698/detail.aspx
2000402168658;2000402168658;Корпус на Штат ключ (P001) MAZDA выкидной 3 кнопки (лезвие MAZ24R)#;К099;https://www.ozon.ru/product/1390691568;https://www.wildberries.ru/catalog/50864682/detail.aspx
#Н/Д;#Н/Д;Корпус на Штат ключ (P004) MAZDA 2 кнопки, смарт !!!;К227;#Н/Д;#Н/Д
2000881972616;2000881972616;Корпус на Штат ключ (P005) MAZDA 3 кнопки, смарт (лезвие MAZ24R);К100;https://www.ozon.ru/product/1390700869;https://www.wildberries.ru/catalog/63572797/detail.aspx
#Н/Д;#Н/Д;Корпус на Штат ключ (R0001) RENAULT выкидной 2 кнопки !;0;#Н/Д;#Н/Д
#Н/Д;#Н/Д;Корпус на Штат ключ (R0002) RENAULT(Логан, Сандеро, Дастер) выкидной 3 кнопки !;0;#Н/Д;#Н/Д
2000402143693;#Н/Д;Корпус на Штат ключ (R0004) RENAULT(Логан, Сандеро, Дастер) прямой 2 кнопки (лезвие VAC102)#;К103;https://www.ozon.ru/product/1642581639;#Н/Д
2000402143709;#Н/Д;Корпус на Штат ключ (R0005) RENAULT(Логан, Сандеро, Дастер) прямой 3 кнопки (лезвие VAC102)#;К104;https://www.ozon.ru/product/1603129790;#Н/Д
2000402168665;2000402168665;Корпус на Штат ключ (R0006) RENAULT прямой 2 кнопки (лезвие NE73);К105;https://www.ozon.ru/product/1390691372;https://www.wildberries.ru/catalog/50875719/detail.aspx
2000402168580;#Н/Д;Корпус на Штат ключ (R007) PEUGEOT выкидной 2 кнопки (лезвие HU83) !!!;К106;https://www.ozon.ru/product/1642581410;#Н/Д
#Н/Д;#Н/Д;Корпус на Штат ключ (R111) RENAULT Duster прямой 2 кнопки (лезвие VAC102)!!!;К107;#Н/Д;#Н/Д
#Н/Д;#Н/Д;Корпус на Штат ключ (R222) RENAULT Duster прямой 3 кнопки (лезвие (VAC102) !!!;К108;#Н/Д;#Н/Д
2000402148728;2000402148728;Корпус на Штат ключ (R25) RENAULT FLUENCE, MEGAN3 3 КНОПКИ ВЫКИДНОЙ (лезвие VA2)#;К109;https://www.ozon.ru/product/1665279557;https://www.wildberries.ru/catalog/50873401/detail.aspx
2000881973958;2000881973958;Корпус на Штат ключ (R50) RANGE ROVER 5 кнопок, смарт#;К110;https://www.ozon.ru/product/1642581484;https://www.wildberries.ru/catalog/78449279/detail.aspx
#Н/Д;#Н/Д;Корпус на Штат ключ (S10) SSANG YONG 3 кнопки, выкидной (лезвие HYN10) !!!;К111;#Н/Д;#Н/Д
2000881974726;#Н/Д;Корпус на Штат ключ (S2) SUZUKI 2 кнопки, прямой (лезвие HU133)#;К112;https://www.ozon.ru/product/1560122845;#Н/Д
2000881973965;2000881973965;Корпус на Штат ключ (S3) SUZUKI 2 кнопки, выкидной, без эмблемы (лезвие HU133) !!!;К113;https://www.ozon.ru/product/1505442770;https://www.wildberries.ru/catalog/78451505/detail.aspx
#Н/Д;#Н/Д;Корпус на Штат ключ (T50) TOYOTA Corolla смарт 3 кнопки (лезвие TOY48) !!!;К114;#Н/Д;#Н/Д
2000881974719;#Н/Д;Корпус на Штат ключ (V001) VOLKSWAGEN выкидной 2 кнопки (лезвие HU 66) !!!;К224;https://www.ozon.ru/product/1560072955;#Н/Д
2000402168498;#Н/Д;Корпус на Штат ключ (V002) VOLKSWAGEN выкидн 3 кнопки (лезвие HU 66) лампоч посередине#;К115;https://www.ozon.ru/product/1652593170;#Н/Д
